200.00,200.00,200.00,200.00,295.21,361.13,370.90,373.34,370.90,361.13,356.25,334.28,344.04,334.28,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,246.39,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,207.32,200.00,200.00,200.00,200.00,200.00,295.21,283.01,348.93,265.92,200.00,200.00,202.44,217.09,373.34,236.62,200.00,217.09,314.75,373.34,207.32,200.00,200.00,200.00,217.09,324.51,387.99,246.39,353.81,441.70,236.62,200.00,200.00,295.21,373.34,331.84,334.28,280.57,436.82,568.65,685.84,627.25,544.24,471.00,627.25,759.08,319.63,200.00,280.57,373.34,514.94,597.95,505.18,446.58,451.46,431.93,314.75,392.87,510.06,646.78,715.14,461.23,373.34,449.02,685.84,402.64,519.82,490.53,505.18,568.65,639.45,822.56,881.15,915.33,685.84,607.71,803.03,798.14,449.02,549.12,763.96,895.80,859.18,905.57,607.71,627.25,634.57,568.65,483.20,451.46,842.09,1271.78,1074.02,842.09,685.84,597.95,529.59,480.76,451.46,436.82,412.40,402.64,392.87,383.11,334.28,358.69,402.64,412.40,373.34,368.46
23.95,24.00,24.01,24.00,23.94,23.94,23.94,23.92,23.90,23.91,23.92,23.89,23.87,23.86,23.09,22.67,22.39,22.35,22.14,21.86,21.72,21.62,21.53,21.38,21.29,21.20,21.03,20.84,20.62,20.52,20.40,20.20,20.05,19.93,19.79,19.54,19.44,19.20,19.11,18.94,19.09,19.23,19.33,19.47,19.53,19.56,19.57,19.57,19.56,19.54,19.45,19.41,19.25,19.14,19.18,19.30,19.23,19.26,19.16,19.18,19.14,19.12,19.27,19.35,19.24,19.17,19.16,19.05,18.99,18.90,18.87,18.84,18.87,18.98,19.09,19.10,19.16,19.16,19.19,19.18,19.16,19.21,19.24,19.22,19.16,19.16,19.10,19.03,18.99,19.00,19.15,19.31,19.40,19.42,19.50,19.53,19.62,19.60,19.65,19.75,19.71,19.73,19.75,19.61,19.55,19.42,19.30,19.17,19.07,18.95,18.92,18.86,18.82,18.77,18.80,18.80,18.97,19.03,18.96,18.90,18.88,18.82,18.73,18.69,18.65,18.54,18.74,18.76,18.71,18.69,18.68,18.65,18.65,18.62,18.70,18.92,18.93,18.97,18.96,18.95,18.96,18.95,18.94,18.97,18.95,18.91,18.91,18.93,18.91,18.87,18.89,18.83,18.85,18.83,19.01,18.99,19.06,19.12,19.04,18.98,19.12,19.20,19.29,19.38,19.51,19.63,19.75,19.89,20.07,20.21,20.35,20.51,20.65,20.76,20.81,20.91,21.02,21.13,21.24,21.35
1009.47,1009.51,1009.50,1009.51,1009.53,1009.50,1009.48,1009.49,1009.47,1009.47,1009.50,1009.48,1009.46,1009.51,1006.56,1001.50,997.58,999.10,1000.20,1002.50,1002.04,1002.65,1003.30,1003.49,1004.19,1005.02,1006.01,1003.67,1000.59,1000.70,1001.99,1003.00,1002.99,1000.97,1000.05,1001.92,1002.84,1003.48,1003.04,1003.51,1001.91,998.34,999.66,1000.22,1002.32,1003.86,1003.50,1004.68,1003.88,1001.60,1002.82,1004.48,1005.21,1005.03,1004.01,1000.43,1001.16,1002.07,1002.47,1003.19,1004.00,1005.11,1001.96,999.74,1002.58,1002.37,1002.37,1003.05,1003.20,1004.34,1005.22,1006.43,1006.25,1002.28,1001.26,1001.57,1002.30,1002.59,1003.41,1004.78,1005.28,1002.73,1002.20,1002.22,1003.18,1004.37,1004.77,1005.03,1005.86,1005.89,1003.87,1001.72,1002.94,1003.52,1003.68,1003.79,1004.97,1005.55,1005.87,1006.19,1004.56,1001.00,997.06,998.81,999.22,1000.61,1000.91,1001.76,1001.99,1002.20,1002.79,1003.45,1004.12,1004.48,1004.79,1005.84,1002.13,1000.01,1000.63,1000.84,1001.84,1001.87,1002.84,1003.55,1004.01,1004.77,1002.59,1000.70,1001.47,1001.71,1003.07,1004.24,1005.27,1004.93,1004.56,1000.83,1000.87,1002.17,1002.75,1003.33,1003.77,1004.06,1004.69,1005.33,1006.38,1006.60,1006.89,1007.27,1006.58,1007.10,1007.44,1007.76,1008.13,1008.79,1006.50,1007.46,1007.92,1008.39,1009.05,1009.49,1009.56,1009.57,1009.58,1009.54,1009.53,1009.57,1009.55,1009.51,1009.56,1009.53,1009.49,1009.50,1009.53,1009.51,1009.38,1009.41,1009.45,1009.42,1009.44,1009.44
-42.84,-42.83,-43.02,-42.87,-43.24,-42.97,-42.56,-42.58,-42.78,-42.60,-42.46,-42.78,-42.37,-42.87,-13.16,29.76,58.80,42.24,34.14,15.82,19.85,14.49,8.54,7.10,0.87,-7.04,-13.04,8.64,33.52,30.45,18.58,9.59,11.38,35.98,35.69,19.20,12.50,6.44,10.06,7.39,23.72,51.88,40.87,32.52,15.15,4.38,6.23,-3.01,10.33,23.58,11.72,-1.03,-6.85,-6.72,9.52,33.20,26.81,18.08,16.00,10.50,2.67,-5.88,24.12,34.24,14.30,14.79,15.70,10.83,7.92,1.45,-8.47,-17.70,-13.78,24.30,24.33,22.04,16.02,14.22,5.56,-4.22,-6.90,20.78,16.05,17.21,8.21,-0.64,-5.09,-5.71,-12.29,-11.11,10.47,19.41,11.31,7.66,5.65,4.37,-7.18,-10.15,-13.32,-16.12,4.64,32.44,60.29,47.64,42.44,32.43,27.52,23.61,19.47,17.38,12.21,7.01,1.18,0.07,-2.98,-9.53,23.55,36.80,30.65,29.37,21.85,18.98,12.53,6.77,2.14,-3.04,20.60,29.06,24.39,21.91,9.44,0.64,-6.99,-4.33,3.16,31.16,27.18,17.66,13.37,8.38,5.44,2.22,-2.19,-9.69,-17.01,-18.32,-21.40,-27.37,-18.38,-22.08,-24.74,-28.27,-31.71,-36.46,-18.29,-25.08,-29.29,-34.39,-40.22,-43.38,-43.31,-43.53,-43.41,-43.29,-42.97,-43.35,-43.19,-42.99,-42.99,-42.74,-42.93,-42.52,-42.95,-42.78,-42.10,-42.17,-42.47,-41.99,-42.58,-42.41
2,6,10,14,18,22,26,30,34,38,42,46,50,54,58,62,66,70,74,78,82,86,90,94,98,102,106,110,114,118,122,126,130,134,138,142,146,150,154,159,162,166,170,174,179,183,187,191,195,199,203,207,211,215,219,223,227,231,235,239,243,247,251,255,259,263,267,271,275,279,283,287,291,295,299,303,307,311,315,319,323,327,331,335,339,343,347,351,355,359,363,367,371,375,379,383,387,391,395,399,403,407,411,415,419,423,427,431,435,439,443,447,451,455,459,463,467,471,475,479,483,487,491,495,499,503,507,511,515,519,523,527,531,535,539,543,547,551,555,559,563,567,571,575,579,583,587,591,595,599,603,607,611,615,619,623,627,631,635,639,643,647,651,655,659,663,667,671,675,679,683,687,691,695,699,703,707,711,715,719
35.69,35.48,35.41,35.97,35.81,35.62,35.59,35.55,35.40,35.41,35.17,34.83,34.93,35.58,35.28,34.89,34.96,35.26,35.42,35.72,35.78,35.99,36.22,36.74,36.72,36.71,37.20,37.44,37.66,38.10,38.26,38.53,38.68,38.99,39.78,39.82,40.04,40.57,41.30,40.82,40.71,40.74,40.52,40.34,40.21,40.20,40.24,40.45,39.91,40.15,40.30,39.99,40.41,40.94,40.68,40.63,40.72,40.82,40.84,40.81,40.37,40.47,40.59,40.66,40.76,40.86,40.93,40.69,40.69,40.54,40.45,40.88,40.94,40.53,40.80,40.54,40.38,40.45,40.15,39.96,40.38,40.11,40.11,39.69,39.62,40.01,39.84,39.71,40.60,39.85,39.88,40.15,39.92,39.55,39.30,39.02,38.75,39.20,38.84,39.25,38.98,39.65,39.69,39.64,39.91,39.80,40.29,40.77,41.08,39.55,39.71,38.72,39.32,40.16,40.97,39.92,40.37,40.92,41.21,41.29,40.53,39.65,39.81,40.18,40.94,41.41,41.30,41.60,40.82,40.19,39.83,40.27,40.69,40.52,40.07,39.95,39.87,39.86,40.87,41.10,40.82,40.04,39.58,39.28,38.94,39.88,41.35,40.21,39.27,39.76,41.99,40.78,39.90,39.97,40.13,41.20,40.38,40.29,41.51,47.24,48.36,47.74,47.32,47.72,47.87,47.77,46.87,46.24,45.88,45.26,44.88,45.03,44.96,44.88,43.38,43.12,43.27,43.69,43.46,43.13
030839.00,030843.00,030847.00,030851.00,030855.00,030859.00,030903.00,030907.00,030911.00,030915.00,030919.00,030923.00,030927.00,030931.00,030935.00,030939.00,030943.00,030947.00,030951.00,030955.00,030959.00,031003.00,031007.00,031011.00,031015.00,031019.00,031023.00,031027.00,031031.00,031035.00,031039.00,031043.00,031047.00,031051.00,031055.00,031059.00,031103.00,031107.00,031111.00,031115.00,031119.00,031123.00,031127.00,031131.00,031135.00,031139.00,031143.00,031147.00,031151.00,031155.00,031159.00,031203.00,031207.00,031211.00,031215.00,031219.00,031223.00,031227.00,031231.00,031235.00,031239.00,031243.00,031247.00,031251.00,031255.00,031259.00,031303.00,031307.00,031311.00,031315.00,031319.00,031323.00,031327.00,031331.00,031335.00,031339.00,031343.00,031347.00,031351.00,031355.00,031359.00,031403.00,031407.00,031411.00,031415.00,031419.00,031423.00,031427.00,031431.00,031435.00,031439.00,031443.00,031447.00,031451.00,031455.00,031459.00,031503.00,031507.00,031511.00,031515.00,031519.00,031523.00,031527.00,031531.00,031535.00,031539.00,031543.00,031547.00,031551.00,031555.00,031559.00,031603.00,031607.00,031611.00,031615.00,031619.00,031623.00,031627.00,031631.00,031635.00,031639.00,031643.00,031647.00,031651.00,031655.00,031659.00,031703.00,031707.00,031711.00,031715.00,031719.00,031723.00,031727.00,031731.00,031735.00,031739.00,031743.00,031747.00,031751.00,031755.00,031759.00,031803.00,031807.00,031811.00,031815.00,031819.00,031823.00,031827.00,031831.00,031835.00,031839.00,031843.00,031847.00,031851.00,031855.00,031859.00,031903.00,031907.00,031911.00,031915.00,031919.00,031923.00,031927.00,031931.00,031935.00,031939.00,031943.00,031947.00,031951.00,031955.00,031959.00,032003.00,032007.00,032011.00,032015.00,032019.00,032023.00,032027.00,032031.00,032035.00
12413.53677,12413.53639,12413.53625,12413.53634,12413.53637,12413.53654,12413.53654,12413.53765,12413.53986,12413.54194,12413.54245,12413.54289,12413.54343,12413.53422,12413.51513,12413.50569,12413.48021,12413.44619,12413.45532,12413.48678,12413.46370,12413.45396,12413.48834,12413.50017,12413.47960,12413.51485,12413.51755,12413.48906,12413.46471,12413.44514,12413.48577,12413.50005,12413.47639,12413.45931,12413.44521,12413.44631,12413.49727,12413.52058,12413.49819,12413.47710,12413.45169,12413.43129,12413.40520,12413.42417,12413.47265,12413.50859,12413.48426,12413.47984,12413.46741,12413.45046,12413.45042,12413.50371,12413.51105,12413.48745,12413.46310,12413.44265,12413.42118,12413.44992,12413.46461,12413.45722,12413.45122,12413.47322,12413.46202,12413.44887,12413.49342,12413.51251,12413.49391,12413.47799,12413.46929,12413.46268,12413.46167,12413.50651,12413.48972,12413.47017,12413.45752,12413.43883,12413.46881,12413.47551,12413.45346,12413.49296,12413.48850,12413.46253,12413.46401,12413.44776,12413.45244,12413.49530,12413.49646,12413.47434,12413.47713,12413.46464,12413.44711,12413.43704,12413.48176,12413.48849,12413.46201,12413.44256,12413.47334,12413.49751,12413.47667,12413.49323,12413.47655,12413.44550,12413.44467,12413.44745,12413.42733,12413.46248,12413.48150,12413.45259,12413.43147,12413.41982,12413.44531,12413.48212,12413.49300,12413.47524,12413.44768,12413.46300,12413.44520,12413.42562,12413.42452,12413.40182,12413.38137,12413.38470,12413.42790,12413.46767,12413.50656,12413.50254,12413.46788,12413.45416,12413.43280,12413.41359,12413.45705,12413.50243,12413.49328,12413.46696,12413.44154,12413.41940,12413.43734,12413.48570,12413.49870,12413.48166,12413.44843,12413.42562,12413.43283,12413.47074,12413.50392,12413.49698,12413.47159,12413.48788,12413.47852,12413.46655,12413.49770,12413.50651,12413.49561,12413.48668,12413.47474,12413.45289,12413.44685,12413.47646,12413.51312,12413.54527,12413.54649,12413.54730,12413.54805,12413.54840,12413.54873,12413.54873,12413.54827,12413.54762,12413.54698,12413.54406,12413.54206,12413.54307,12413.54223,12413.53907,12413.53736,12413.53713,12413.53713,12413.53713,12413.53712,12413.53715
4916.45109,4916.45204,4916.45159,4916.45231,4916.45189,4916.45183,4916.45253,4916.45361,4916.45523,4916.45598,4916.45853,4916.46034,4916.46067,4916.46596,4916.46393,4916.46077,4916.46059,4916.44473,4916.47018,4916.44215,4916.43747,4916.46056,4916.47204,4916.45030,4916.44800,4916.46178,4916.48192,4916.45879,4916.43395,4916.44004,4916.44099,4916.46126,4916.47801,4916.45902,4916.44177,4916.46523,4916.47874,4916.50193,4916.49663,4916.47828,4916.45898,4916.45178,4916.43893,4916.46047,4916.48421,4916.51416,4916.51358,4916.48496,4916.45606,4916.44037,4916.46058,4916.46384,4916.48469,4916.47097,4916.45312,4916.43896,4916.44806,4916.45568,4916.43345,4916.41576,4916.43351,4916.45843,4916.44433,4916.44208,4916.46195,4916.48172,4916.48695,4916.46717,4916.45072,4916.43120,4916.45286,4916.46778,4916.47642,4916.45116,4916.43121,4916.43447,4916.44243,4916.42412,4916.43430,4916.45007,4916.47257,4916.46755,4916.44037,4916.43508,4916.45655,4916.45794,4916.43436,4916.44305,4916.46712,4916.47830,4916.46240,4916.47303,4916.46859,4916.44084,4916.44088,4916.45287,4916.46467,4916.44251,4916.44303,4916.46421,4916.48311,4916.45989,4916.44419,4916.41200,4916.41900,4916.43788,4916.46098,4916.47515,4916.45583,4916.43465,4916.41820,4916.42704,4916.45196,4916.47053,4916.46521,4916.44322,4916.42855,4916.45141,4916.47721,4916.48628,4916.46531,4916.44341,4916.43701,4916.45110,4916.46499,4916.48887,4916.47772,4916.45568,4916.43251,4916.44000,4916.43450,4916.44189,4916.47045,4916.47753,4916.46738,4916.44193,4916.41798,4916.41994,4916.44640,4916.47042,4916.47307,4916.45844,4916.43773,4916.43742,4916.45763,4916.47956,4916.47178,4916.45876,4916.44501,4916.46415,4916.47036,4916.45101,4916.43349,4916.45136,4916.46389,4916.45181,4916.43433,4916.43492,4916.45350,4916.46333,4916.46390,4916.46422,4916.46457,4916.46477,4916.46469,4916.46470,4916.46336,4916.46251,4916.46156,4916.46049,4916.45868,4916.45768,4916.45587,4916.45458,4916.45522,4916.45528,4916.45522,4916.45529,4916.45533,4916.45523
106.8,109.1,109.3,110.6,108.9,107.5,108.7,110.1,110.7,110.3,110.6,109.3,110.2,109.0,132.9,177.3,187.3,180.4,172.3,165.6,165.7,160.5,155.5,155.1,150.9,143.2,142.8,177.1,190.2,182.7,171.5,161.9,159.3,196.1,188.0,171.0,164.9,158.7,157.4,164.7,190.7,199.3,197.1,182.6,167.1,158.3,153.2,145.8,168.7,169.0,156.8,149.0,143.8,140.2,189.6,202.7,202.0,184.4,178.2,169.5,158.7,160.9,194.7,178.5,166.7,162.0,163.4,160.7,161.0,155.7,139.0,131.5,133.7,166.5,165.5,159.5,151.8,154.0,147.8,138.6,135.8,131.3,120.1,122.1,119.6,126.1,125.1,124.3,124.3,125.7,128.2,125.7,124.0,123.3,124.6,123.3,121.1,120.4,120.4,119.0,119.4,126.7,135.4,138.6,132.0,130.6,123.4,125.1,122.0,122.2,122.2,119.4,115.8,114.7,110.7,113.9,154.6,156.8,157.2,157.9,159.2,156.2,156.2,155.0,151.4,149.8,152.0,145.9,151.0,149.5,143.7,141.2,135.7,131.5,130.6,145.8,140.1,138.9,136.4,135.4,135.5,131.9,131.1,127.8,123.0,123.2,119.7,117.7,127.9,128.9,126.7,123.9,121.5,117.8,116.7,116.5,115.7,115.1,113.7,113.7,112.9,112.4,112.6,111.5,111.3,111.2,111.3,111.2,110.9,110.5,109.9,110.9,111.1,111.6,111.6,111.5,111.4,111.0,110.7,110.4
