+200.00
@20.48
#1009.65
%-44.34
:2
&41.14
��R�*5
$GPGGA,023207.00,4916.45326,N,12413.53676,W,1,08,0.94,111.4,M,-17.7,M,,*6E
+200.00
@20.56
#1009.69
%-44.49
:6
&41.10
$GPGGA,023211.00,4916.45377,N,12413.53711,W,1,08,0.94,111.7,M,-17.7,M,,*6E
+331.84
@20.59
#1009.68
%-44.58
:10
&40.92
$GPGGA,023215.00,4916.45418,N,12413.53733,W,1,08,0.94,110.8,M,-17.7,M,,*6A
+646.78
@20.61
#1009.71
%-44.37
:14
&40.78
$GPGGA,023219.00,4916.45425,N,12413.53731,W,1,08,0.94,110.3,M,-17.7,M,,*61
+627.25
@20.62
#1009.70
%-44.34
:18
&40.67
$GPGGA,023223.00,4916.45425,N,12413.53736,W,1,08,0.94,110.3,M,-17.7,M,,*6F
+529.59
@20.63
#1009.67
%-44.48
:22
&40.59
$GPGGA,023227.00,4916.45430,N,12413.53734,W,1,08,0.94,110.9,M,-17.7,M,,*67
+480.76
@20.64
#1009.65
%-44.49
:26
&40.50
$GPGGA,023231.00,4916.45437,N,12413.53722,W,1,08,0.94,110.5,M,-17.7,M,,*6C
+451.46
@20.65
#1009.68
%-44.49
:30
&40.50
$GPGGA,023235.00,4916.45438,N,12413.53718,W,1,08,0.94,110.1,M,-17.7,M,,*6A
+436.82
@20.65
#1009.71
%-44.51
:34
&40.84
$GPGGA,023239.00,4916.45441,N,12413.53708,W,1,08,0.94,110.0,M,-17.7,M,,*68
+451.46
@20.65
#1009.68
%-44.61
:38
&41.05
$GPGGA,023243.00,4916.45439,N,12413.53696,W,1,08,0.94,109.9,M,-17.7,M,,*6D
+412.40
@20.64
#1009.67
%-44.60
:42
&41.14
$GPGGA,023247.00,4916.45442,N,12413.53687,W,1,08,0.94,109.4,M,-17.7,M,,*68
+485.64
@20.64
#1009.70
%-44.18
:46
&41.95
$GPGGA,023251.00,4916.45438,N,12413.53669,W,1,08,0.94,109.4,M,-17.7,M,,*62
+429.49
@20.64
#1009.70
%-44.41
:50
&41.39
$GPGGA,023255.00,4916.45426,N,12413.53677,W,1,08,0.94,109.9,M,-17.7,M,,*6B
+392.87
@20.65
#1009.67
%-44.43
:54
&40.96
$GPGGA,023259.00,4916.45418,N,12413.53673,W,1,08,0.94,109.8,M,-17.7,M,,*6F
+373.34
@20.65
#1009.67
%-44.36
:58
&40.90
$GPGGA,023303.00,4916.45372,N,12413.53696,W,1,08,0.94,109.9,M,-17.7,M,,*60
+373.34
@20.66
#1009.67
%-43.88
:62
&40.70
$GPGGA,023307.00,4916.45438,N,12413.53845,W,1,08,0.93,109.8,M,-17.7,M,,*6B
+324.51
@20.71
#1009.63
%-43.89
:66
&40.53
$GPGGA,023311.00,4916.45702,N,12413.53634,W,1,08,1.01,110.9,M,-17.7,M,,*6D
+353.81
@20.75
#1009.63
%-44.28
:70
&40.53
$GPGGA,023315.00,4916.45879,N,12413.53626,W,1,08,0.93,109.9,M,-17.7,M,,*6B
+353.81
@20.83
#1009.65
%-43.93
:74
&40.30
$GPGGA,023319.00,4916.46000,N,12413.53653,W,1,08,0.93,109.6,M,-17.7,M,,*6F
+200.00
@20.60
#1008.61
%-30.79
:78
&39.83
$GPGGA,023323.00,4916.47406,N,12413.50697,W,1,08,1.07,109.5,M,-17.7,M,,*61
+200.00
@20.35
#1003.67
%10.91
:82
&39.56
$GPGGA,023327.00,4916.46949,N,12413.47515,W,1,07,1.19,162.3,M,-17.7,M,,*66
+200.00
@20.17
#1000.90
%30.45
:86
&39.79
$GPGGA,023331.00,4916.47052,N,12413.43511,W,1,08,0.93,179.4,M,-17.7,M,,*62
+200.00
@20.04
#1000.93
%28.43
:90
&39.69
$GPGGA,023335.00,4916.48726,N,12413.44401,W,1,08,0.93,174.6,M,-17.7,M,,*65
+200.00
@19.87
#1002.39
%16.19
:94
&40.28
$GPGGA,023339.00,4916.49734,N,12413.49462,W,1,08,0.93,171.7,M,-17.7,M,,*67
+200.00
@19.75
#1002.74
%11.93
:98
&40.67
$GPGGA,023343.00,4916.49835,N,12413.53322,W,1,08,0.93,165.4,M,-17.7,M,,*6A
+200.00
@19.62
#1004.01
%2.73
:102
&41.07
$GPGGA,023347.00,4916.47511,N,12413.51135,W,1,08,0.93,159.5,M,-17.7,M,,*63
+200.00
@19.50
#1002.22
%26.35
:106
&40.87
$GPGGA,023351.00,4916.46820,N,12413.47908,W,1,07,0.96,191.0,M,-17.7,M,,*60
+200.00
@19.55
#998.13
%53.06
:110
&40.71
$GPGGA,023355.00,4916.47177,N,12413.45432,W,1,07,1.02,196.3,M,-17.7,M,,*60
+200.00
@19.70
#999.10
%44.29
:114
&40.55
$GPGGA,023359.00,4916.49196,N,12413.46975,W,1,08,1.07,193.0,M,-17.7,M,,*6C
+200.00
@19.79
#1000.07
%35.50
:118
&40.58
$GPGGA,023403.00,4916.50558,N,12413.50930,W,1,08,1.07,185.7,M,-17.7,M,,*6C
+200.00
@19.81
#1000.59
%30.74
:122
&40.66
$GPGGA,023407.00,4916.48360,N,12413.52437,W,1,08,0.93,180.6,M,-17.7,M,,*6C
+200.00
@19.82
#1001.67
%22.13
:126
&40.42
$GPGGA,023411.00,4916.46247,N,12413.48935,W,1,08,0.95,175.7,M,-17.7,M,,*68
+200.00
@19.83
#1002.04
%18.13
:130
&40.29
$GPGGA,023415.00,4916.43706,N,12413.46970,W,1,08,0.95,168.8,M,-17.7,M,,*65
+200.00
@19.88
#1002.26
%17.59
:134
&39.80
